iter	Passed	Remaining
1659	72109	58209
1660	72147	58161
1661	72186	58114
1662	72225	58066
1663	72271	58025
1664	72315	57982
1665	72360	57940
1666	72407	57900
1667	72449	57855
1668	72491	57810
1669	72530	57763
1670	72566	57714
1671	72608	57669
1672	72656	57630
1673	72698	57585
1674	72737	57538
1675	72783	57497
1676	72827	57453
1677	72863	57405
1678	72900	57356
1679	72940	57310
1680	72980	57264
1681	73023	57220
1682	73065	57176
1683	73108	57132
1684	73154	57091
1685	73195	57045
1686	73231	56996
1687	73270	56949
1688	73317	56908
1689	73375	56877
1690	73422	56836
1691	73463	56790
1692	73501	56743
1693	73537	56694
1694	73580	56650
1695	73626	56609
1696	73668	56564
1697	73713	56522
1698	73755	56477
1699	73799	56435
1700	73843	56392
1701	73885	56347
1702	73927	56303
1703	73972	56260
1704	74011	56214
1705	74055	56170
1706	74094	56124
1707	74132	56077
1708	74176	56033
1709	74215	55987
1710	74254	55940
1711	74297	55896
1712	74341	55853
1713	74388	55813
1714	74426	55765
1715	74468	55721
1716	74506	55673
1717	74550	55630
1718	74589	55584
1719	74626	55536
1720	74665	55489
1721	74714	55450
1722	74757	55406
1723	74804	55365
1724	74847	55322
1725	74889	55277
1726	74927	55230
1727	74967	55184
1728	75014	55143
1729	75062	55103
1730	75100	55056
1731	75146	55014
1732	75197	54977
1733	75243	54935
1734	75280	54887
1735	75321	54842
1736	75358	54794
1737	75401	54750
1738	75441	54704
1739	75486	54662
1740	75533	54622
1741	75577	54579
1742	75620	54535
1743	75661	54489
1744	75700	54443
1745	75739	54397
1746	75777	54349
1747	75815	54302
1748	75861	54261
1749	75903	54216
1750	75944	54171
1751	75983	54125
1752	76030	54084
1753	76069	54037
1754	76114	53995
1755	76152	53948
1756	76195	53904
1757	76235	53859
1758	76274	53812
1759	76310	53764
1760	76348	53717
1761	76385	53669
1762	76424	53623
1763	76470	53581
1764	76510	53535
1765	76548	53488
1766	76592	53446
1767	76633	53400
1768	76678	53358
1769	76726	53318
1770	76761	53269
1771	76800	53222
1772	76838	53175
1773	76875	53128
1774	76918	53084
1775	76957	53038
1776	76999	52994
1777	77042	52950
1778	77085	52907
1779	77129	52863
1780	77167	52817
1781	77218	52778
1782	77258	52733
1783	77299	52688
1784	77343	52645
1785	77383	52599
1786	77422	52553
1787	77465	52510
1788	77505	52464
1789	77551	52422
1790	77590	52376
1791	77633	52332
1792	77677	52290
1793	77720	52247
1794	77762	52202
1795	77803	52157
1796	77846	52114
1797	77891	52072
1798	77927	52023
1799	77970	51980
1800	78012	51935
1801	78051	51889
1802	78094	51846
1803	78133	51800
1804	78174	51755
1805	78216	51711
1806	78256	51665
1807	78293	51618
1808	78332	51572
1809	78373	51527
1810	78414	51482
1811	78453	51436
1812	78493	51390
1813	78535	51346
1814	78584	51307
1815	78629	51265
1816	78668	51219
1817	78710	51175
1818	78754	51132
1819	78803	51092
1820	78851	51052
1821	78895	51008
1822	78938	50965
1823	78977	50919
1824	79022	50877
1825	79070	50837
1826	79139	50810
1827	79202	50779
1828	79263	50747
1829	79324	50715
1830	79381	50681
1831	79431	50641
1832	79480	50602
1833	79530	50562
1834	79588	50529
1835	79647	50495
1836	79686	50449
1837	79728	50405
1838	79770	50360
1839	79807	50313
1840	79847	50267
1841	79891	50224
1842	79928	50177
1843	79969	50132
1844	80008	50086
1845	80049	50041
1846	80089	49996
1847	80135	49954
1848	80189	49918
1849	80231	49873
1850	80283	49835
1851	80330	49794
1852	80372	49750
1853	80411	49704
1854	80461	49664
1855	80499	49618
1856	80542	49574
1857	80585	49531
1858	80625	49485
1859	80663	49439
1860	80705	49394
1861	80753	49354
1862	80797	49311
1863	80840	49267
1864	80884	49224
1865	80927	49181
1866	80967	49135
1867	81006	49089
1868	81047	49045
1869	81097	49005
1870	81135	48958
1871	81177	48914
1872	81218	48869
1873	81255	48822
1874	81304	48782
1875	81345	48737
1876	81387	48693
1877	81426	48647
1878	81465	48601
1879	81506	48557
1880	81551	48514
1881	81595	48471
1882	81631	48424
1883	81678	48382
1884	81721	48339
1885	81763	48294
1886	81810	48253
1887	81855	48211
1888	81902	48170
1889	81941	48124
1890	81986	48082
1891	82034	48041
1892	82075	47996
1893	82123	47955
1894	82167	47912
1895	82212	47870
1896	82253	47825
1897	82292	47780
1898	82337	47737
1899	82377	47692
1900	82427	47652
1901	82473	47610
1902	82517	47567
1903	82557	47522
1904	82601	47479
1905	82643	47435
1906	82687	47392
1907	82731	47349
1908	82770	47303
1909	82808	47256
1910	82847	47211
1911	82890	47167
1912	82930	47122
1913	82971	47078
1914	83016	47035
1915	83059	46991
1916	83100	46947
1917	83143	46903
1918	83185	46859
1919	83230	46817
1920	83278	46776
1921	83323	46733
1922	83365	46689
1923	83402	46643
1924	83449	46601
1925	83495	46559
1926	83537	46515
1927	83579	46471
1928	83628	46431
1929	83672	46388
1930	83715	46344
1931	83761	46303
1932	83807	46260
1933	83847	46215
1934	83885	46169
1935	83924	46124
1936	83964	46078
1937	84007	46035
1938	84048	45990
1939	84087	45944
1940	84126	45899
1941	84168	45855
1942	84209	45810
1943	84253	45767
1944	84294	45722
1945	84336	45678
1946	84379	45635
1947	84428	45594
1948	84473	45552
1949	84517	45509
1950	84554	45462
1951	84592	45416
1952	84635	45373
1953	84675	45328
1954	84714	45282
1955	84753	45236
1956	84795	45192
1957	84838	45149
1958	84879	45104
1959	84919	45059
1960	84964	45017
1961	85009	44974
1962	85051	44930
1963	85097	44888
1964	85138	44843
1965	85180	44799
1966	85221	44755
1967	85257	44708
1968	85297	44663
1969	85340	44619
1970	85383	44576
1971	85424	44531
1972	85466	44487
1973	85516	44447
1974	85564	44406
1975	85606	44362
1976	85643	44316
1977	85700	44279
1978	85738	44234
1979	85785	44192
1980	85827	44148
1981	85872	44106
1982	85910	44060
1983	85955	44017
1984	85994	43972
1985	86037	43928
1986	86075	43882
1987	86115	43837
1988	86161	43795
1989	86206	43753
1990	86246	43708
1991	86286	43662
1992	86326	43618
1993	86366	43573
1994	86410	43529
1995	86450	43485
1996	86490	43439
1997	86531	43395
1998	86569	43349
1999	86609	43304
2000	86650	43260
2001	86689	43215
2002	86730	43170
2003	86768	43124
2004	86808	43079
2005	86851	43036
2006	86894	42992
2007	86934	42947
2008	86976	42903
2009	87014	42857
2010	87054	42812
2011	87090	42766
2012	87135	42723
2013	87184	42683
2014	87229	42640
2015	87271	42596
2016	87308	42550
2017	87348	42505
2018	87386	42459
2019	87423	42413
2020	87461	42367
2021	87504	42324
2022	87540	42277
2023	87582	42233
2024	87629	42191
2025	87673	42148
2026	87715	42105
2027	87754	42060
2028	87804	42019
2029	87842	41973
2030	87882	41928
2031	87920	41883
2032	87963	41840
2033	88004	41795
2034	88045	41751
2035	88084	41706
2036	88123	41660
2037	88160	41614
2038	88200	41569
2039	88236	41522
2040	88272	41476
2041	88317	41433
2042	88356	41388
2043	88395	41343
2044	88439	41300
2045	88477	41254
2046	88514	41208
2047	88559	41166
2048	88602	41123
2049	88644	41079
2050	88702	41042
2051	88762	41007
2052	88824	40972
2053	88880	40935
2054	88945	40902
2055	88998	40862
2056	89041	40819
2057	89084	40776
2058	89122	40730
2059	89164	40686
2060	89218	40648
2061	89267	40607
2062	89307	40562
2063	89360	40523
2064	89406	40481
2065	89449	40438
2066	89492	40395
2067	89533	40350
2068	89580	40308
2069	89630	40268
2070	89680	40228
2071	89732	40189
2072	89780	40148
2073	89824	40104
2074	89863	40059
2075	89905	40015
2076	89947	39971
2077	89989	39928
2078	90027	39882
2079	90065	39836
2080	90103	39790
2081	90150	39749
2082	90201	39709
2083	90265	39675
2084	90318	39636
2085	90367	39595
2086	90419	39555
2087	90465	39513
2088	90507	39469
2089	90550	39426
2090	90592	39382
2091	90642	39341
2092	90687	39299
2093	90740	39260
2094	90808	39227
2095	90858	39187
2096	90909	39147
2097	90951	39102
2098	90988	39056
2099	91027	39011
2100	91073	38969
2101	91118	38926
2102	91164	38884
2103	91210	38842
2104	91263	38803
2105	91315	38763
2106	91369	38724
2107	91428	38688
2108	91476	38646
2109	91535	38609
2110	91586	38569
2111	91631	38526
2112	91677	38484
2113	91728	38444
2114	91783	38405
2115	91833	38365
2116	91880	38323
2117	91925	38280
2118	91985	38243
2119	92042	38206
2120	92090	38164
2121	92153	38129
2122	92221	38096
2123	92284	38060
2124	92347	38025
2125	92396	37984
2126	92441	37941
2127	92490	37900
2128	92545	37861
2129	92587	37817
2130	92636	37776
2131	92688	37736
2132	92734	37693
2133	92783	37652
2134	92829	37610
2135	92873	37566
2136	92921	37525
2137	92979	37487
2138	93054	37456
2139	93112	37418
2140	93182	37386
2141	93225	37342
2142	93260	37295
2143	93297	37249
2144	93333	37202
2145	93374	37158
2146	93417	37114
2147	93456	37069
2148	93492	37022
2149	93531	36977
2150	93581	36936
2151	93623	36892
2152	93663	36847
2153	93704	36802
2154	93741	36757
2155	93786	36714
2156	93827	36669
2157	93868	36625
2158	93911	36581
2159	93952	36536
2160	93995	36493
2161	94033	36447
2162	94088	36408
2163	94135	36366
2164	94190	36327
2165	94251	36290
2166	94304	36250
2167	94362	36212
2168	94413	36172
2169	94460	36130
2170	94499	36084
2171	94545	36042
2172	94584	35997
2173	94627	35953
2174	94676	35911
2175	94730	35872
2176	94783	35832
2177	94845	35795
2178	94910	35760
2179	94961	35719
2180	95019	35681
2181	95074	35641
2182	95132	35603
2183	95190	35565
2184	95244	35526
2185	95296	35485
2186	95361	35449
2187	95412	35408
2188	95464	35368
2189	95510	35325
2190	95555	35282
2191	95601	35239
2192	95647	35197
2193	95708	35160
2194	95771	35123
2195	95848	35092
2196	95912	35055
2197	95958	35013
2198	95995	34967
2199	96045	34925
2200	96086	34881
2201	96126	34836
2202	96186	34798
2203	96234	34756
2204	96284	34714
2205	96330	34671
2206	96371	34627
2207	96412	34582
2208	96457	34539
2209	96505	34497
2210	96545	34452
2211	96587	34408
2212	96627	34363
2213	96667	34318
2214	96711	34274
2215	96758	34232
2216	96798	34187
2217	96836	34141
2218	96886	34100
2219	96925	34054
2220	96967	34010
2221	97010	33966
2222	97056	33923
2223	97104	33881
2224	97141	33835
2225	97183	33791
2226	97221	33746
2227	97266	33702
2228	97311	33659
2229	97350	33614
2230	97395	33571
2231	97448	33530
2232	97491	33486
2233	97537	33444
2234	97582	33400
2235	97635	33360
2236	97677	33315
2237	97718	33271
2238	97769	33230
2239	97823	33190
2240	97875	33149
2241	97918	33105
2242	97962	33061
2243	98018	33022
2244	98072	32981
2245	98128	32942
2246	98184	32903
2247	98249	32866
2248	98315	32830
2249	98376	32792
2250	98431	32752
2251	98477	32709
2252	98520	32665
2253	98560	32620
2254	98600	32575
2255	98655	32535
2256	98707	32494
2257	98751	32450
2258	98806	32410
2259	98862	32371
2260	98906	32327
2261	98948	32282
2262	98989	32238
2263	99036	32195
2264	99076	32150
2265	99114	32104
2266	99152	32059
2267	99192	32014
2268	99230	31969
2269	99275	31925
2270	99322	31882
2271	99360	31837
2272	99402	31793
2273	99445	31748
2274	99495	31707
2275	99549	31666
2276	99590	31622
2277	99628	31576
2278	99671	31532
2279	99714	31488
2280	99753	31443
2281	99795	31399
2282	99836	31354
2283	99879	31310
2284	99926	31268
2285	99982	31227
2286	100040	31188
2287	100085	31145
2288	100124	31100
2289	100160	31054
2290	100208	31011
2291	100245	30965
2292	100289	30922
2293	100337	30879
2294	100380	30835
2295	100425	30792
2296	100476	30751
2297	100530	30710
2298	100575	30666
2299	100621	30623
2300	100670	30581
2301	100716	30538
2302	100759	30494
2303	100803	30451
2304	100842	30405
2305	100884	30361
2306	100926	30317
2307	100966	30272
2308	101008	30228
2309	101049	30183
2310	101091	30139
2311	101132	30094
2312	101174	30050
2313	101215	30005
2314	101257	29961
2315	101303	29918
2316	101343	29873
2317	101386	29829
2318	101432	29786
2319	101482	29744
2320	101560	29711
2321	101612	29669
2322	101655	29625
2323	101699	29582
2324	101746	29539
2325	101795	29496
2326	101841	29453
2327	101885	29410
2328	101931	29367
2329	101986	29326
2330	102041	29285
2331	102101	29247
2332	102163	29208
2333	102230	29171
2334	102285	29130
2335	102349	29092
2336	102393	29048
2337	102452	29009
2338	102509	28969
2339	102555	28925
2340	102609	28884
2341	102667	28845
2342	102722	28804
2343	102771	28761
2344	102821	28719
2345	102879	28679
2346	102935	28639
2347	102988	28598
2348	103029	28553
2349	103073	28509
2350	103112	28464
2351	103156	28420
2352	103197	28375
2353	103241	28332
2354	103278	28286
2355	103315	28240
2356	103355	28195
2357	103402	28152
2358	103455	28111
2359	103502	28068
2360	103540	28023
2361	103582	27978
2362	103628	27935
2363	103676	27892
2364	103719	27848
2365	103760	27803
2366	103807	27760
2367	103853	27717
2368	103904	27675
2369	103968	27637
2370	104030	27598
2371	104084	27557
2372	104126	27512
2373	104169	27468
2374	104212	27424
2375	104249	27378
2376	104289	27333
2377	104338	27291
2378	104381	27247
2379	104423	27202
2380	104461	27157
2381	104499	27112
2382	104544	27068
2383	104583	27023
2384	104631	26980
2385	104708	26945
2386	104757	26902
2387	104801	26858
2388	104842	26813
2389	104889	26770
2390	104935	26727
2391	104975	26682
2392	105025	26640
2393	105067	26595
2394	105110	26551
2395	105158	26509
2396	105201	26465
2397	105243	26420
2398	105285	26376
2399	105343	26335
2400	105414	26298
2401	105469	26257
2402	105521	26215
2403	105568	26172
2404	105610	26128
2405	105651	26083
2406	105693	26039
2407	105734	25994
2408	105776	25950
2409	105820	25906
2410	105862	25861
2411	105906	25817
2412	105956	25775
2413	105995	25730
2414	106038	25686
2415	106085	25643
2416	106129	25599
2417	106171	25554
2418	106221	25512
2419	106263	25468
2420	106315	25426
2421	106359	25382
2422	106406	25339
2423	106450	25295
2424	106504	25253
2425	106547	25209
2426	106596	25166
2427	106638	25122
2428	106681	25078
2429	106732	25036
2430	106780	24993
2431	106828	24950
2432	106871	24905
2433	106916	24862
2434	106965	24819
2435	107005	24774
2436	107044	24729
2437	107081	24683
2438	107123	24639
2439	107163	24594
2440	107208	24551
2441	107247	24506
2442	107288	24461
2443	107342	24419
2444	107401	24379
2445	107460	24338
2446	107510	24296
2447	107560	24253
2448	107620	24213
2449	107679	24172
2450	107724	24129
2451	107772	24086
2452	107822	24043
2453	107872	24001
2454	107932	23960
2455	107983	23918
2456	108031	23875
2457	108077	23831
2458	108117	23786
2459	108163	23743
2460	108202	23698
2461	108244	23653
2462	108297	23611
2463	108339	23567
2464	108385	23523
2465	108445	23483
2466	108502	23442
2467	108557	23400
2468	108615	23359
2469	108666	23317
2470	108715	23274
2471	108762	23230
2472	108816	23188
2473	108860	23145
2474	108905	23101
2475	108951	23057
2476	108995	23013
2477	109038	22969
2478	109084	22925
2479	109126	22881
2480	109170	22837
2481	109217	22793
2482	109258	22749
2483	109305	22705
2484	109358	22663
2485	109406	22620
2486	109445	22575
2487	109496	22533
2488	109539	22488
2489	109593	22446
2490	109651	22405
2491	109699	22362
2492	109756	22321
2493	109809	22278
2494	109861	22236
2495	109918	22194
2496	109964	22151
2497	110016	22109
2498	110073	22067
2499	110119	22023
2500	110163	21979
2501	110213	21937
2502	110279	21897
2503	110329	21854
2504	110375	21810
2505	110428	21768
2506	110480	21725
2507	110524	21681
2508	110571	21638
2509	110624	21596
2510	110688	21555
2511	110766	21518
2512	110825	21477
2513	110890	21436
2514	110945	21395
2515	111003	21353
2516	111063	21312
2517	111123	21271
2518	111180	21229
2519	111235	21187
2520	111294	21146
2521	111344	21103
2522	111386	21058
2523	111428	21014
2524	111471	20969
2525	111516	20925
2526	111570	20883
2527	111621	20840
2528	111661	20795
2529	111708	20752
2530	111751	20707
2531	111790	20662
2532	111830	20617
2533	111880	20574
2534	111924	20530
2535	111970	20486
2536	112013	20442
2537	112059	20398
2538	112102	20354
2539	112148	20310
2540	112192	20266
2541	112240	20222
2542	112281	20178
2543	112331	20134
2544	112375	20090
2545	112430	20048
2546	112474	20004
2547	112516	19959
2548	112564	19916
2549	112608	19872
2550	112648	19827
2551	112688	19782
2552	112732	19738
2553	112774	19693
2554	112816	19649
2555	112868	19606
2556	112912	19562
2557	112956	19517
2558	112997	19473
2559	113035	19428
2560	113083	19384
2561	113120	19339
2562	113161	19294
2563	113205	19250
2564	113247	19205
2565	113288	19161
2566	113331	19116
2567	113372	19072
2568	113415	19027
2569	113458	18983
2570	113504	18939
2571	113548	18895
2572	113588	18850
2573	113631	18806
2574	113675	18761
2575	113715	18717
2576	113758	18672
2577	113808	18629
2578	113854	18585
2579	113896	18541
2580	113934	18496
2581	113975	18451
2582	114016	18406
2583	114068	18364
2584	114112	18319
2585	114147	18274
2586	114193	18230
2587	114237	18186
2588	114281	18142
2589	114327	18098
2590	114374	18054
2591	114419	18010
2592	114460	17965
2593	114504	17921
2594	114547	17877
2595	114598	17834
2596	114650	17791
2597	114696	17747
2598	114747	17704
2599	114788	17659
2600	114834	17615
2601	114876	17571
2602	114918	17527
2603	114963	17482
2604	115008	17438
2605	115058	17395
2606	115102	17351
2607	115146	17307
2608	115189	17262
2609	115227	17217
2610	115267	17173
2611	115309	17128
2612	115351	17084
2613	115397	17040
2614	115442	16996
2615	115481	16951
2616	115536	16908
2617	115591	16866
2618	115642	16823
2619	115694	16780
2620	115754	16738
2621	115811	16695
2622	115862	16652
2623	115913	16609
2624	115966	16566
2625	116016	16523
2626	116077	16481
2627	116127	16438
2628	116178	16394
2629	116231	16351
2630	116282	16308
2631	116323	16264
2632	116370	16220
2633	116417	16176
2634	116461	16132
2635	116503	16087
2636	116552	16044
2637	116601	16000
2638	116652	15957
2639	116698	15913
2640	116739	15868
2641	116797	15826
2642	116839	15781
2643	116893	15739
2644	116951	15696
2645	117000	15653
2646	117060	15611
2647	117123	15569
2648	117174	15526
2649	117223	15482
2650	117276	15439
2651	117332	15396
2652	117379	15352
2653	117424	15308
2654	117472	15264
2655	117520	15221
2656	117573	15177
2657	117624	15134
2658	117676	15091
2659	117723	15047
2660	117764	15002
2661	117813	14959
2662	117860	14915
2663	117909	14871
2664	117958	14827
2665	118008	14784
2666	118065	14741
2667	118109	14697
2668	118151	14652
2669	118197	14608
2670	118245	14564
2671	118288	14520
2672	118339	14477
2673	118384	14432
2674	118427	14388
2675	118483	14345
2676	118536	14302
2677	118588	14258
2678	118637	14215
2679	118682	14171
2680	118732	14127
2681	118777	14083
2682	118832	14040
2683	118881	13996
2684	118928	13952
2685	118978	13908
2686	119034	13865
2687	119084	13822
2688	119135	13778
2689	119186	13735
2690	119238	13691
2691	119281	13647
2692	119324	13602
2693	119372	13559
2694	119415	13514
2695	119460	13470
2696	119515	13427
2697	119566	13383
2698	119611	13339
2699	119659	13295
2700	119708	13251
2701	119755	13207
2702	119805	13163
2703	119849	13119
2704	119894	13075
2705	119940	13031
2706	119990	12987
2707	120038	12943
2708	120088	12899
2709	120132	12855
2710	120190	12812
2711	120244	12769
2712	120287	12724
2713	120332	12680
2714	120378	12636
2715	120423	12592
2716	120470	12548
2717	120518	12504
2718	120561	12459
2719	120604	12415
2720	120652	12371
2721	120698	12326
2722	120739	12282
2723	120786	12238
2724	120831	12193
2725	120875	12149
2726	120917	12105
2727	120958	12060
2728	121001	12015
2729	121049	11971
2730	121098	11928
2731	121142	11883
2732	121185	11839
2733	121233	11795
2734	121280	11751
2735	121325	11706
2736	121371	11662
2737	121414	11618
2738	121463	11574
2739	121511	11530
2740	121552	11485
2741	121595	11441
2742	121641	11396
2743	121682	11352
2744	121724	11307
2745	121768	11263
2746	121813	11219
2747	121865	11175
2748	121909	11131
2749	121955	11086
2750	122020	11044
2751	122095	11002
2752	122151	10959
2753	122207	10916
2754	122265	10872
2755	122323	10829
2756	122383	10786
2757	122436	10743
2758	122502	10700
2759	122563	10657
2760	122623	10614
2761	122673	10570
2762	122714	10526
2763	122763	10481
2764	122808	10437
2765	122861	10393
2766	122908	10349
2767	122951	10305
2768	123001	10261
2769	123043	10216
2770	123084	10171
2771	123125	10127
2772	123172	10083
2773	123219	10038
2774	123262	9994
2775	123312	9950
2776	123360	9906
2777	123403	9861
2778	123449	9817
2779	123496	9773
2780	123539	9728
2781	123582	9684
2782	123631	9639
2783	123678	9595
2784	123731	9552
2785	123782	9508
2786	123827	9463
2787	123876	9419
2788	123921	9375
2789	123961	9330
2790	124006	9286
2791	124056	9242
2792	124098	9197
2793	124146	9153
2794	124192	9108
2795	124238	9064
2796	124283	9020
2797	124331	8976
2798	124380	8931
2799	124423	8887
2800	124466	8842
2801	124517	8798
2802	124563	8754
2803	124611	8710
2804	124653	8665
2805	124705	8621
2806	124756	8577
2807	124799	8533
2808	124848	8489
2809	124904	8445
2810	124952	8401
2811	125003	8357
2812	125057	8313
2813	125103	8269
2814	125155	8225
2815	125207	8181
2816	125254	8136
2817	125302	8092
2818	125365	8049
2819	125419	8005
2820	125474	7961
2821	125525	7917
2822	125580	7873
2823	125630	7829
2824	125685	7785
2825	125736	7741
2826	125783	7697
2827	125843	7653
2828	125900	7610
2829	125952	7566
2830	125995	7521
2831	126047	7477
2832	126098	7433
2833	126142	7388
2834	126194	7344
2835	126246	7300
2836	126289	7255
2837	126333	7211
2838	126375	7166
2839	126425	7122
2840	126485	7078
2841	126542	7035
2842	126601	6991
2843	126654	6947
2844	126712	6903
2845	126771	6859
2846	126837	6816
2847	126896	6772
2848	126956	6728
2849	127019	6685
2850	127079	6641
2851	127127	6597
2852	127181	6552
2853	127226	6508
2854	127271	6463
2855	127317	6419
2856	127363	6374
2857	127413	6330
2858	127458	6285
2859	127501	6241
2860	127545	6196
2861	127598	6152
2862	127638	6107
2863	127686	6063
2864	127728	6018
2865	127774	5974
2866	127815	5929
2867	127860	5884
2868	127902	5840
2869	127950	5795
2870	127993	5751
2871	128039	5706
2872	128083	5661
2873	128124	5617
2874	128174	5572
2875	128225	5528
2876	128269	5483
2877	128319	5439
2878	128367	5395
2879	128421	5350
2880	128465	5306
2881	128510	5261
2882	128553	5217
2883	128602	5172
2884	128652	5128
2885	128695	5083
2886	128740	5039
2887	128785	4994
2888	128831	4949
2889	128872	4905
2890	128923	4860
2891	128966	4816
2892	129007	4771
2893	129053	4726
2894	129101	4682
2895	129147	4637
2896	129190	4593
2897	129237	4548
2898	129282	4504
2899	129329	4459
2900	129372	4414
2901	129423	4370
2902	129472	4326
2903	129522	4281
2904	129580	4237
2905	129630	4193
2906	129677	4148
2907	129718	4103
2908	129762	4059
2909	129807	4014
2910	129853	3970
2911	129897	3925
2912	129940	3880
2913	129980	3836
2914	130023	3791
2915	130065	3746
2916	130111	3702
2917	130156	3657
2918	130201	3612
2919	130254	3568
2920	130301	3524
2921	130362	3479
2922	130427	3435
2923	130473	3391
2924	130523	3346
2925	130574	3302
2926	130621	3257
2927	130661	3212
2928	130704	3168
2929	130756	3123
2930	130797	3079
2931	130846	3034
2932	130888	2989
2933	130929	2945
2934	130975	2900
2935	131018	2855
2936	131067	2811
2937	131115	2766
2938	131156	2722
2939	131199	2677
2940	131241	2632
2941	131287	2588
2942	131337	2543
2943	131380	2499
2944	131425	2454
2945	131473	2409
2946	131516	2365
2947	131559	2320
2948	131611	2276
2949	131653	2231
2950	131700	2186
2951	131741	2142
2952	131795	2097
2953	131842	2053
2954	131886	2008
2955	131928	1963
2956	131969	1919
2957	132012	1874
2958	132058	1829
2959	132111	1785
2960	132159	1740
2961	132210	1696
2962	132256	1651
2963	132296	1606
2964	132339	1562
2965	132389	1517
2966	132435	1472
2967	132486	1428
2968	132528	1383
2969	132573	1339
2970	132614	1294
2971	132661	1249
2972	132707	1205
2973	132751	1160
2974	132797	1115
2975	132842	1071
2976	132882	1026
2977	132927	982
2978	132971	937
2979	133012	892
2980	133062	848
2981	133113	803
2982	133156	758
2983	133196	714
2984	133243	669
2985	133284	624
2986	133325	580
2987	133371	535
2988	133409	490
2989	133453	446
2990	133499	401
2991	133553	357
2992	133602	312
2993	133647	267
2994	133690	223
2995	133737	178
2996	133783	133
2997	133835	89
2998	133883	44
2999	133924	0
