iter	Logloss
169	0.2729951305
170	0.2727969921
171	0.2726008711
172	0.2724183664
173	0.2722339153
174	0.2720449512
175	0.2718496062
176	0.2716664927
177	0.2714762744
178	0.2712994847
179	0.2711106115
180	0.2709226062
181	0.270727857
182	0.2705524735
183	0.2703798187
184	0.2702167281
185	0.2700259413
186	0.2698372531
187	0.2696508147
188	0.2694531278
189	0.2692729005
190	0.2691014782
191	0.2689178107
192	0.2687544299
193	0.2685677984
194	0.2683841134
195	0.2682127082
196	0.2680294374
197	0.2678714228
198	0.2676923932
199	0.2675146279
200	0.2673472433
201	0.2671632746
202	0.2669898205
203	0.2668138672
204	0.2666394219
205	0.2664754354
206	0.2663029713
207	0.2661281309
208	0.2659538617
209	0.2657911104
210	0.2656251364
211	0.2654508694
212	0.2652952793
213	0.2651277165
214	0.2649571492
215	0.264782832
216	0.2646236095
217	0.2644653173
218	0.2643138281
219	0.2641535566
220	0.263995311
221	0.2638367723
222	0.2636821624
223	0.2635171868
224	0.2633576427
225	0.2631868541
226	0.2630364798
227	0.2628728532
228	0.2627122414
229	0.262554338
230	0.2624077289
231	0.2622528402
232	0.2621057616
233	0.2619541406
234	0.2617914926
235	0.2616440908
236	0.2615069367
237	0.2613506715
238	0.2612032759
239	0.2610486834
240	0.26089907
241	0.2607405213
242	0.2605864945
243	0.2604524118
244	0.2603016955
245	0.260163192
246	0.2600219206
247	0.2598687153
248	0.2597307062
249	0.2595926884
250	0.2594520155
251	0.2593101118
252	0.2591720391
253	0.2590231156
254	0.2588805705
255	0.2587312152
256	0.2585952043
257	0.2584382833
258	0.2582992445
259	0.2581536373
260	0.2580057904
261	0.2578628473
262	0.2577296445
263	0.257593709
264	0.2574561413
265	0.2573236642
266	0.2571892132
267	0.2570524369
268	0.25692124
269	0.2567853967
270	0.2566494194
271	0.2565310711
272	0.256395172
273	0.2562506714
274	0.2561138902
275	0.2559685315
276	0.2558264179
277	0.2556854357
278	0.2555489737
279	0.2554023682
280	0.2552712145
281	0.2551354904
282	0.2550125635
283	0.2548843125
284	0.2547585286
285	0.2546335376
286	0.2545030023
287	0.2543736399
288	0.254249326
289	0.2541117458
290	0.2539851038
291	0.2538675865
292	0.2537364768
293	0.253604384
294	0.2534813132
295	0.2533585369
296	0.2532317276
297	0.2531183862
298	0.2529896194
299	0.2528818941
300	0.2527553521
301	0.2526231152
302	0.2524944397
303	0.252367746
304	0.2522413836
305	0.2521267826
306	0.2520002202
307	0.251884201
308	0.2517515585
309	0.251639865
310	0.2515137965
311	0.2513973671
312	0.2512714743
313	0.2511570461
314	0.2510287252
315	0.2509094132
316	0.2507813457
317	0.2506610182
318	0.2505466011
319	0.2504403171
320	0.2503289323
321	0.2502085056
322	0.250092041
323	0.2499693906
324	0.2498611189
325	0.2497390417
326	0.2496187488
327	0.249511047
328	0.2493928052
329	0.2492794478
330	0.2491743415
331	0.2490672683
332	0.2489659335
333	0.248856745
334	0.2487424761
335	0.2486332624
336	0.2485314787
337	0.2484176778
338	0.2483040435
339	0.2481809136
340	0.2480733509
341	0.2479652157
342	0.2478478129
343	0.2477344108
344	0.2476283286
345	0.2475081895
346	0.2473993848
347	0.2472940983
348	0.2471847055
349	0.2470682029
350	0.2469614155
351	0.2468584732
352	0.2467597567
353	0.2466558193
354	0.2465473881
355	0.2464424744
356	0.246329147
357	0.2462245861
358	0.2461160023
359	0.2460068919
360	0.2459114389
361	0.2458063135
362	0.2457044762
363	0.2455942645
364	0.2454959736
365	0.2453884394
366	0.2452983098
367	0.2451957572
368	0.2450936584
369	0.24499221
370	0.2448781261
371	0.244789705
372	0.2446906006
373	0.2445889283
374	0.2444897498
375	0.2443925262
376	0.2442985584
377	0.2441997334
378	0.2441007315
379	0.2440022387
380	0.2439040988
381	0.2438053465
382	0.2437188788
383	0.2436246363
384	0.2435375565
385	0.243435653
386	0.2433328975
387	0.2432386093
388	0.2431402424
389	0.2430392237
390	0.2429349902
391	0.2428446599
392	0.2427435191
393	0.2426505941
394	0.2425556038
395	0.242458514
396	0.2423479822
397	0.2422510545
398	0.2421529725
399	0.2420590047
400	0.2419603153
401	0.241859818
402	0.241768102
403	0.2416690539
404	0.2415811179
405	0.2414839467
406	0.2413893192
407	0.2412983787
408	0.2411972203
409	0.2411124865
410	0.2410281348
411	0.2409455411
412	0.2408522041
413	0.240766291
414	0.240673843
415	0.2405743866
416	0.2404927523
417	0.2403942324
418	0.2403101992
419	0.2402152523
420	0.2401112951
421	0.2400250613
422	0.2399358834
423	0.2398481268
424	0.2397570869
425	0.2396717219
426	0.2395822071
427	0.2395034655
428	0.2394168069
429	0.2393352587
430	0.2392450571
431	0.2391538895
432	0.2390630648
433	0.2389769524
434	0.2388909236
435	0.2388085878
436	0.2387244225
437	0.2386361487
438	0.2385531658
439	0.2384670903
440	0.2383872804
441	0.2382973081
442	0.2382115986
443	0.2381239749
444	0.238037507
445	0.2379420084
446	0.2378494426
447	0.2377614263
448	0.2376730196
449	0.2375975001
450	0.2375057101
451	0.2374259322
452	0.2373384968
453	0.2372606157
454	0.2371673805
455	0.2370814724
456	0.2369958928
457	0.2369043177
458	0.2368132165
459	0.2367256074
460	0.2366493142
461	0.2365656982
462	0.2364762232
463	0.2363827248
464	0.2362979557
465	0.2362175794
466	0.2361258697
467	0.2360392683
468	0.2359551613
469	0.2358623532
470	0.2357828785
471	0.2356894219
472	0.2356043146
473	0.2355255939
474	0.2354397459
475	0.2353726625
476	0.2352904294
477	0.2352108846
478	0.2351325551
479	0.2350455315
480	0.2349643788
481	0.2348878604
482	0.2348068416
483	0.2347153616
484	0.2346313248
485	0.2345453903
486	0.2344627316
487	0.2343761171
488	0.2343014085
489	0.2342139658
490	0.234134641
491	0.2340427579
492	0.2339721081
493	0.2339022283
494	0.2338137971
495	0.233732666
496	0.2336519398
497	0.2335680807
498	0.2334843832
499	0.2334011355
500	0.2333191428
501	0.2332415628
502	0.2331616363
503	0.2330813789
504	0.2330081552
505	0.2329193916
506	0.2328490625
507	0.2327785241
508	0.2327048839
509	0.2326185082
510	0.2325449412
511	0.2324739735
512	0.2324040636
513	0.2323218219
514	0.2322517436
515	0.2321734117
516	0.2320939785
517	0.2320157286
518	0.2319530492
519	0.2318728955
520	0.2317988194
521	0.2317173608
522	0.2316398361
523	0.2315680548
524	0.2314894281
525	0.2314038682
526	0.2313347268
527	0.2312588071
528	0.2311833878
529	0.2311070497
530	0.2310278468
531	0.2309524041
532	0.2308819279
533	0.2308114117
534	0.2307463642
535	0.2306689012
536	0.2305960916
537	0.230522359
538	0.2304508097
539	0.2303798951
540	0.2303048445
541	0.2302361454
542	0.230157957
543	0.2300922814
544	0.2300130554
545	0.2299410892
546	0.2298608439
547	0.229783556
548	0.2297063513
549	0.2296421248
550	0.2295697087
551	0.229502361
552	0.2294339709
553	0.2293632323
554	0.2292937576
555	0.2292255182
556	0.2291527619
557	0.2290767059
558	0.2290138425
559	0.2289516038
560	0.2288820792
561	0.2288119441
562	0.2287406927
563	0.2286724825
564	0.2286084004
565	0.2285352598
566	0.2284743654
567	0.2284073827
568	0.2283379481
569	0.2282722363
570	0.228209069
571	0.2281421919
572	0.228081706
573	0.2280133945
574	0.2279511339
575	0.2278842394
576	0.2278189702
577	0.2277494672
578	0.2276747996
579	0.2276163133
580	0.2275544292
581	0.2274969461
582	0.2274287751
583	0.2273589944
584	0.2272956326
585	0.2272300842
586	0.2271685459
587	0.2271071821
588	0.2270430979
589	0.2269760857
590	0.2269086274
591	0.2268341221
592	0.2267681197
593	0.2267104282
594	0.2266532885
595	0.22659371
596	0.2265308131
597	0.226463462
598	0.2264030235
599	0.2263277506
600	0.2262640116
601	0.2261900654
602	0.2261293708
603	0.226065585
604	0.2260061651
605	0.2259328906
606	0.2258692921
607	0.2258036632
608	0.2257449705
609	0.2256853786
610	0.2256280281
611	0.2255692409
612	0.2255054729
613	0.2254429833
614	0.2253762603
615	0.2253063509
616	0.2252429208
617	0.2251840224
618	0.2251138562
619	0.2250503332
620	0.2249906309
621	0.2249315284
622	0.2248792441
623	0.224821306
624	0.2247579525
625	0.2246872423
626	0.2246286276
627	0.2245657403
628	0.2245058598
629	0.2244535324
630	0.2243906241
631	0.224326439
632	0.2242674665
633	0.2241956448
634	0.2241348525
635	0.2240709167
636	0.2240042395
637	0.223954102
638	0.2238945711
639	0.2238266881
640	0.223760265
641	0.2236990612
642	0.2236420168
643	0.2235871521
644	0.2235245395
645	0.2234760091
646	0.223412038
647	0.2233502632
648	0.2232964964
649	0.2232309269
650	0.2231681615
651	0.223110652
652	0.2230493875
653	0.2229886844
654	0.2229300836
655	0.222861908
656	0.2228103734
657	0.2227548368
658	0.222708206
659	0.2226489716
660	0.2225886173
661	0.2225246346
662	0.2224634352
663	0.2224053764
664	0.2223493099
665	0.2222860426
666	0.2222307697
667	0.2221807044
668	0.2221218904
669	0.2220595972
670	0.222004362
671	0.221949849
672	0.2218946044
673	0.2218386404
674	0.2217716207
675	0.2217189547
676	0.2216653552
677	0.2216126417
678	0.2215487357
679	0.2214982138
680	0.221448264
681	0.2213861733
682	0.2213268388
683	0.2212598233
684	0.2211968482
685	0.2211371845
686	0.2210830927
687	0.2210320656
688	0.2209751369
689	0.2209235178
690	0.2208628755
691	0.2207999282
692	0.2207448048
693	0.2206938308
694	0.2206372009
695	0.2205861528
696	0.2205295239
697	0.2204767304
698	0.2204177832
699	0.2203631109
700	0.2203012728
701	0.2202417688
702	0.2201891632
703	0.2201300996
704	0.220081421
705	0.2200258641
706	0.2199687571
707	0.2199175167
708	0.2198607916
709	0.2198060789
710	0.2197474615
711	0.219692672
712	0.219637116
713	0.2195841875
714	0.2195247607
715	0.2194764563
716	0.2194256529
717	0.2193639502
718	0.2193146498
719	0.2192566021
720	0.2192029579
721	0.2191518934
722	0.2190962425
723	0.2190465105
724	0.2189898729
725	0.218938211
726	0.2188836729
727	0.2188437685
728	0.2187908947
729	0.2187374382
730	0.2186928769
731	0.2186470576
732	0.2185950721
733	0.2185397508
734	0.2184825477
735	0.2184199861
736	0.2183671789
737	0.2183124208
738	0.2182560971
739	0.2182063951
740	0.2181579109
741	0.2181071489
742	0.218058922
743	0.2180119078
744	0.2179568497
745	0.2179074237
746	0.2178564967
747	0.2178038633
748	0.2177489742
749	0.2177041354
750	0.2176491846
751	0.2175938083
752	0.217543527
753	0.2174932532
754	0.2174423402
755	0.2173986588
756	0.2173477123
757	0.2172915793
758	0.2172464034
759	0.2171961239
760	0.2171376849
761	0.2170829387
762	0.2170326375
763	0.2169800771
764	0.2169285494
765	0.2168764203
766	0.2168229901
767	0.2167708342
768	0.2167163897
769	0.2166654971
770	0.2166157882
771	0.2165655443
772	0.2165204077
773	0.2164828592
774	0.2164328032
775	0.2163778724
776	0.2163293828
777	0.2162823606
778	0.2162275644
779	0.2161751705
780	0.216130165
781	0.2160784653
782	0.2160284652
783	0.2159768862
784	0.2159304396
785	0.2158824874
786	0.2158376474
787	0.2157883646
788	0.2157359465
789	0.2156895351
790	0.2156377623
791	0.2155824223
792	0.2155420723
793	0.2154918408
794	0.2154395639
795	0.2153973053
796	0.215354115
797	0.2153053481
798	0.2152489329
799	0.2152091559
800	0.2151599308
801	0.2151101903
802	0.2150600275
803	0.2150087319
804	0.2149632334
805	0.2149159575
806	0.2148701967
807	0.2148183161
808	0.2147692746
809	0.2147196415
810	0.2146754075
811	0.2146311364
812	0.2145808307
813	0.2145313565
814	0.2144815575
815	0.2144360227
816	0.2143876526
817	0.2143428688
818	0.2142915799
819	0.2142376263
820	0.2141936747
821	0.2141528787
822	0.2141094012
823	0.2140625985
824	0.2140177917
825	0.213970195
826	0.2139190827
827	0.2138726246
828	0.2138286278
829	0.2137845054
830	0.213738554
831	0.2136856808
832	0.2136356618
833	0.213589058
834	0.2135440892
835	0.2134972087
836	0.2134595485
837	0.2134142497
838	0.2133652344
839	0.2133156483
840	0.2132685369
841	0.2132216511
842	0.2131782301
843	0.2131313322
844	0.2130881929
845	0.2130448229
846	0.212988768
847	0.2129460629
848	0.2128939113
849	0.2128477851
850	0.2128030416
851	0.212763674
852	0.2127144216
853	0.212666054
854	0.2126202056
855	0.2125665927
856	0.2125224233
857	0.2124799306
858	0.2124438962
859	0.2123920386
860	0.2123487514
861	0.2123026248
862	0.2122510183
863	0.2122078325
864	0.2121638566
865	0.2121142887
866	0.2120644677
867	0.2120097551
868	0.211954258
869	0.2119114627
870	0.2118699111
871	0.2118262141
872	0.211781308
873	0.2117412714
874	0.2116918075
875	0.2116577177
876	0.2116101101
877	0.2115618506
878	0.2115156895
879	0.211477473
880	0.2114328465
881	0.2113882631
882	0.2113455685
883	0.2113036678
884	0.2112648476
885	0.2112216724
886	0.2111695609
887	0.211123358
888	0.211079563
889	0.2110388248
890	0.2109944677
891	0.2109545628
892	0.2109095732
893	0.2108665482
894	0.2108213798
895	0.2107703831
896	0.2107303719
897	0.2106807256
898	0.2106412253
899	0.2106051039
900	0.2105591432
901	0.210520741
902	0.2104784736
903	0.2104336927
904	0.2103849606
905	0.210343418
906	0.2102968028
907	0.2102614554
908	0.2102179145
909	0.2101760003
910	0.2101296559
911	0.2100884939
912	0.2100447345
913	0.2100011835
914	0.2099512575
915	0.2099128442
916	0.2098750193
917	0.2098287222
918	0.2097943971
919	0.2097575561
920	0.2097138911
921	0.2096702981
922	0.2096297017
923	0.209589326
924	0.2095392233
925	0.2095041257
926	0.2094639743
927	0.2094190784
928	0.2093757326
929	0.2093360526
930	0.209293641
931	0.2092646764
932	0.2092220369
933	0.2091786418
934	0.209135652
935	0.2090944569
936	0.2090492799
937	0.2090069798
938	0.2089733344
939	0.2089265095
940	0.2088890308
941	0.208846359
942	0.2088009622
943	0.2087560232
944	0.2087094243
945	0.2086671316
946	0.2086248994
947	0.2085891082
948	0.2085478559
949	0.2085056674
950	0.2084688527
951	0.2084282466
952	0.2083873499
953	0.2083475276
954	0.2083010172
955	0.2082603246
956	0.2082211414
957	0.2081771292
958	0.2081396936
959	0.2081099127
960	0.2080760852
961	0.2080318984
962	0.207999094
963	0.2079596726
964	0.2079194816
965	0.207882093
966	0.2078417067
967	0.2078010304
968	0.2077621687
969	0.2077059346
970	0.2076720892
971	0.2076279276
972	0.2075915464
973	0.2075504237
974	0.2075135108
975	0.2074622854
976	0.2074218435
977	0.2073840658
978	0.2073362542
979	0.207297173
980	0.2072511812
981	0.2072033555
982	0.2071593364
983	0.2071191508
984	0.2070758841
985	0.2070333017
986	0.2069993924
987	0.2069633051
988	0.2069238203
989	0.2068890196
990	0.2068571964
991	0.2068181878
992	0.2067705511
993	0.2067388045
994	0.2066965839
995	0.2066636366
996	0.2066230287
997	0.206579852
998	0.206538029
999	0.2064937165
1000	0.2064536155
1001	0.2064171054
1002	0.2063830727
1003	0.2063471464
1004	0.2063062139
1005	0.2062676965
1006	0.2062322777
1007	0.2061929703
1008	0.2061593824
1009	0.2061253025
1010	0.2060865816
1011	0.206045279
1012	0.2060090439
1013	0.2059755364
1014	0.2059312871
1015	0.2058957975
1016	0.2058614163
1017	0.2058279616
1018	0.2058002128
1019	0.2057610375
1020	0.2057296459
1021	0.2056932577
1022	0.205650666
1023	0.2056102792
1024	0.2055733181
1025	0.2055362874
1026	0.205503517
1027	0.2054698512
1028	0.20542869
1029	0.2053888841
1030	0.2053548163
1031	0.2053216265
1032	0.2052946518
1033	0.2052661295
1034	0.2052382718
1035	0.2051988063
1036	0.2051633193
1037	0.2051270538
1038	0.2050904211
1039	0.2050586679
1040	0.2050209165
1041	0.204982975
1042	0.2049469569
1043	0.2049117031
1044	0.204871417
1045	0.2048353954
1046	0.204791203
1047	0.2047527001
1048	0.2047170562
1049	0.2046856318
1050	0.2046494435
1051	0.204612014
1052	0.2045761851
1053	0.2045386479
1054	0.2045055233
1055	0.2044719897
1056	0.2044343943
1057	0.204403028
1058	0.2043661505
1059	0.2043359765
1060	0.2042979301
1061	0.204259832
1062	0.2042321438
1063	0.2042016465
1064	0.2041612374
1065	0.2041257028
1066	0.2040825253
1067	0.2040478061
1068	0.2040098419
1069	0.2039839049
1070	0.2039516371
1071	0.203918714
1072	0.2038812912
1073	0.2038446301
1074	0.2038136497
1075	0.2037722198
1076	0.2037386208
1077	0.2037029268
1078	0.2036677037
1079	0.2036308514
1080	0.2035967962
1081	0.2035644546
1082	0.203524708
1083	0.2034876948
1084	0.2034502628
1085	0.2034132899
1086	0.203380961
1087	0.2033469863
1088	0.2033154218
1089	0.2032817556
1090	0.2032491433
1091	0.2032159336
1092	0.2031816945
1093	0.2031600015
1094	0.2031289087
1095	0.2030973262
1096	0.2030627373
1097	0.2030309629
1098	0.2030052133
1099	0.2029641369
1100	0.202924095
1101	0.2028862628
1102	0.202850373
1103	0.202817572
1104	0.2027769736
1105	0.2027372974
1106	0.2026998573
1107	0.2026694752
1108	0.2026296023
1109	0.202600624
1110	0.202563163
1111	0.2025349141
1112	0.2024975268
1113	0.2024616632
1114	0.2024243662
1115	0.2023896797
1116	0.2023560188
1117	0.2023255328
1118	0.2022939581
1119	0.2022659376
1120	0.2022312313
1121	0.2021968671
1122	0.2021590889
1123	0.2021178358
1124	0.2020847632
1125	0.2020496746
1126	0.2020163917
1127	0.2019838602
1128	0.2019458087
1129	0.2019158644
1130	0.2018775234
1131	0.2018449804
1132	0.2018153877
1133	0.2017844468
1134	0.2017479882
1135	0.2017194849
1136	0.2016887998
1137	0.20165831
1138	0.2016219769
1139	0.2015843079
1140	0.20154847
1141	0.201517868
1142	0.2014813368
1143	0.2014483801
1144	0.2014152092
1145	0.2013845803
1146	0.2013476685
1147	0.2013163142
1148	0.2012839979
1149	0.2012469022
1150	0.2012139914
1151	0.20118327
1152	0.2011440826
1153	0.2011153464
1154	0.2010836254
1155	0.2010547029
1156	0.2010227407
1157	0.2009878035
1158	0.200951181
1159	0.2009208536
1160	0.200887886
1161	0.2008489218
1162	0.200808913
1163	0.200777642
1164	0.2007480233
1165	0.2007116649
1166	0.2006807914
1167	0.2006494666
1168	0.2006153505
1169	0.20058251
1170	0.2005465307
1171	0.2005196026
1172	0.2004859341
1173	0.2004568337
1174	0.2004201725
1175	0.2003869614
1176	0.2003569751
1177	0.2003246706
1178	0.2002862444
1179	0.2002547445
1180	0.2002218333
1181	0.2001834826
1182	0.2001515146
1183	0.2001173527
1184	0.2000827716
1185	0.2000448017
1186	0.2000150531
1187	0.1999803581
1188	0.1999497607
1189	0.19992459
1190	0.199888652
1191	0.1998511389
1192	0.1998182474
1193	0.1997818418
1194	0.1997557976
1195	0.1997140165
1196	0.1996870849
1197	0.1996600377
1198	0.1996274215
1199	0.1995910293
1200	0.1995621416
1201	0.1995300269
1202	0.1995012785
1203	0.199472075
1204	0.1994395464
1205	0.1994056523
1206	0.1993709609
1207	0.1993371398
1208	0.1993005009
1209	0.199264895
1210	0.1992347082
1211	0.1992050943
1212	0.1991733217
1213	0.1991407594
1214	0.1991081902
1215	0.199075903
1216	0.199033467
1217	0.1989965976
1218	0.1989694521
1219	0.1989352766
1220	0.1989085601
1221	0.1988809309
1222	0.1988494182
1223	0.1988223388
1224	0.1987915321
1225	0.1987597364
1226	0.1987320606
1227	0.1987023734
1228	0.1986659697
1229	0.1986377587
1230	0.1986101622
1231	0.1985759848
1232	0.1985439255
1233	0.1985142832
1234	0.1984801511
1235	0.1984606573
1236	0.198429869
1237	0.198402697
1238	0.1983752415
1239	0.1983440746
1240	0.1983189375
1241	0.1982938041
1242	0.1982646798
1243	0.1982286661
1244	0.198192592
1245	0.1981619404
1246	0.1981282193
1247	0.1980960664
1248	0.1980706581
1249	0.1980360626
1250	0.198003081
1251	0.1979695572
1252	0.1979369187
1253	0.19790889
1254	0.1978782461
1255	0.1978446307
1256	0.1978128723
1257	0.1977857758
1258	0.1977505408
1259	0.1977199028
1260	0.1976832378
1261	0.1976553958
1262	0.1976180257
1263	0.1975885083
1264	0.1975628332
1265	0.1975283272
1266	0.1974996766
1267	0.1974695741
1268	0.1974355189
1269	0.1974050714
1270	0.1973717436
1271	0.1973412652
1272	0.1973150718
1273	0.1972899809
1274	0.1972618433
1275	0.1972332741
1276	0.1972031674
1277	0.1971749067
1278	0.197145307
1279	0.1971221172
1280	0.1970985323
1281	0.1970622406
1282	0.1970342485
1283	0.1970010245
1284	0.1969734828
1285	0.1969501633
1286	0.1969230796
1287	0.19689622
1288	0.1968618536
1289	0.1968320391
1290	0.1968058488
1291	0.1967726173
1292	0.1967419073
1293	0.1967115591
1294	0.1966777649
1295	0.1966502794
1296	0.196623553
1297	0.1965907579
1298	0.1965600348
1299	0.1965309281
1300	0.1965034576
1301	0.1964751722
1302	0.1964428919
1303	0.1964206221
1304	0.1963945421
1305	0.1963650207
1306	0.1963290317
1307	0.1962998568
1308	0.1962727214
1309	0.1962367866
1310	0.1962077405
1311	0.1961776269
1312	0.1961497826
1313	0.1961205606
1314	0.1960898749
1315	0.196062378
1316	0.1960321268
1317	0.1960018796
1318	0.1959714709
1319	0.1959441625
1320	0.1959204271
1321	0.1958924521
1322	0.1958621572
1323	0.1958317186
1324	0.1958021476
1325	0.1957774176
1326	0.1957490705
1327	0.1957135319
1328	0.195696683
1329	0.1956667251
1330	0.1956389086
1331	0.1956074259
1332	0.1955825299
1333	0.1955557892
1334	0.1955233663
1335	0.1954975536
1336	0.195464832
1337	0.1954372502
1338	0.1954086723
1339	0.1953806442
1340	0.195351832
1341	0.1953193745
1342	0.1952905571
1343	0.1952603174
1344	0.1952302918
1345	0.195197438
1346	0.1951728652
1347	0.1951496993
1348	0.1951185204
1349	0.1950864881
1350	0.1950585508
1351	0.1950287535
1352	0.1950005256
1353	0.194969579
1354	0.1949387069
1355	0.1949068761
1356	0.1948757791
1357	0.1948469142
1358	0.1948103987
1359	0.1947777069
1360	0.1947498165
1361	0.1947164229
1362	0.1946852218
1363	0.1946643616
1364	0.1946381311
1365	0.1946124545
1366	0.1945852303
1367	0.1945583044
1368	0.1945284145
1369	0.1944930963
1370	0.194464702
1371	0.1944318189
1372	0.1944019121
1373	0.1943711327
1374	0.1943427736
1375	0.1943129348
1376	0.19428285
1377	0.1942618543
1378	0.1942398666
1379	0.194213161
1380	0.1941841038
1381	0.194153534
1382	0.1941246077
1383	0.1940970052
1384	0.1940651284
1385	0.194040662
1386	0.1940098542
1387	0.1939754534
1388	0.1939462863
1389	0.1939206748
1390	0.1938953454
1391	0.1938623739
1392	0.1938246888
1393	0.1937882917
1394	0.1937692554
1395	0.1937373807
1396	0.1937149877
1397	0.1936912899
1398	0.1936622251
1399	0.1936402412
1400	0.1936111023
1401	0.1935879405
1402	0.1935556477
1403	0.1935328692
1404	0.193509098
1405	0.1934813244
1406	0.1934559377
1407	0.1934231909
1408	0.1933974181
1409	0.1933738681
1410	0.1933423481
1411	0.1933088646
1412	0.1932807159
1413	0.1932514038
1414	0.1932200882
1415	0.1931943945
1416	0.1931612532
1417	0.1931268552
1418	0.193096246
1419	0.1930704896
1420	0.1930413052
1421	0.1930129487
1422	0.1929868413
1423	0.1929540567
1424	0.1929349798
1425	0.1929061299
1426	0.1928755646
1427	0.1928483769
1428	0.1928190426
1429	0.1927977227
1430	0.192768833
1431	0.1927446161
1432	0.1927175632
1433	0.1926864015
1434	0.1926631418
1435	0.1926344813
1436	0.1926037202
1437	0.1925795865
1438	0.1925568618
1439	0.1925327859
1440	0.1925117657
1441	0.1924931601
1442	0.1924684563
1443	0.1924467338
1444	0.1924221733
1445	0.1923961066
1446	0.1923719664
1447	0.1923440649
1448	0.1923133564
1449	0.192286096
1450	0.1922599619
1451	0.1922339178
1452	0.1922061456
1453	0.1921793469
1454	0.1921542773
1455	0.1921286205
1456	0.1921034636
1457	0.1920711383
1458	0.1920424385
1459	0.192019609
1460	0.1919914279
1461	0.1919629536
1462	0.1919392673
1463	0.1919095237
1464	0.1918835585
1465	0.1918575709
1466	0.1918384852
1467	0.191811206
1468	0.1917852528
1469	0.1917620454
1470	0.1917390442
1471	0.1917104297
1472	0.191677784
1473	0.1916509949
1474	0.1916305465
1475	0.1916027523
1476	0.1915761527
1477	0.1915472513
1478	0.1915179056
1479	0.1914937798
1480	0.1914722346
1481	0.191452494
1482	0.1914266584
1483	0.1914027715
1484	0.191376553
1485	0.1913483754
1486	0.1913262697
1487	0.191307733
1488	0.1912851196
1489	0.19126
1490	0.1912347532
1491	0.1912049393
1492	0.1911770739
1493	0.1911499865
1494	0.1911258271
1495	0.1910969652
1496	0.1910765989
1497	0.1910515339
1498	0.1910260275
1499	0.1909988847
1500	0.1909820213
1501	0.1909641899
1502	0.1909338734
1503	0.190908431
1504	0.1908821955
1505	0.1908565706
1506	0.1908288177
1507	0.1908007063
1508	0.1907712598
1509	0.1907403099
1510	0.1907114797
1511	0.1906789678
1512	0.1906514979
1513	0.1906283252
